12,2,2,3,5,9,0,0
12,3,3,5,9,0,0,0
12,4,4,6,5,9,0,0
12,5,4,6,5,9,0,0
12,6,5,9,0,0,0,0
12,7,6,5,9,0,0,0
12,8,6,5,9,0,0,0
12,9,7,6,5,9,0,0
12,10,8,11,10,9,0,0
12,11,8,11,10,9,0,0
12,13,9,10,0,0,0,0
12,14,9,10,11,0,0,0
12,15,9,12,0,0,0,0
12,16,9,12,0,0,0,0
13,1,1,2,7,8,11,10
13,2,2,7,8,11,10,0
13,3,3,5,9,10,0,0
13,4,4,6,5,9,10,0
13,5,4,6,5,9,10,0
13,6,5,9,10,0,0,0
13,7,6,5,9,10,0,0
13,8,6,5,9,10,0,0
13,9,7,8,11,10,0,0
13,10,8,11,10,0,0,0
13,11,8,11,10,0,0,0
13,12,9,10,0,0,0,0
13,14,10,11,0,0,0,0
13,15,10,11,12,0,0,0
13,16,10,11,12,0,0,0
14,1,1,2,7,8,11,0
14,2,2,7,8,11,0,0
14,3,3,2,7,8,11,0
14,4,4,6,7,8,11,0
14,5,4,6,7,8,11,0
14,6,5,9,10,11,0,0
14,7,6,7,8,11,0,0
14,8,6,7,8,11,0,0
14,9,7,8,11,0,0,0
14,10,8,11,0,0,0,0
14,11,8,11,0,0,0,0
14,12,9,10,11,0,0,0
14,13,10,11,0,0,0,0
14,15,11,12,0,0,0,0
14,16,11,12,0,0,0,0
15,1,1,4,6,5,9,12
15,2,2,3,5,9,12,0
15,3,3,5,9,12,0,0
15,4,4,6,5,9,12,0
15,5,4,6,5,9,12,0
15,6,5,9,12,0,0,0
15,7,6,5,9,12,0,0
15,8,6,5,9,12,0,0
15,9,7,8,11,12,0,0
15,10,8,11,12,0,0,0
15,11,8,11,12,0,0,0
15,12,9,12,0,0,0,0
15,13,10,11,12,0,0,0
15,14,11,12,0,0,0,0
15,16,12,0,0,0,0,0
16,1,1,4,6,5,9,12
16,2,2,3,5,9,12,0
16,3,3,5,9,12,0,0
16,4,4,6,5,9,12,0
16,5,4,6,5,9,12,0
16,6,5,9,12,0,0,0
16,7,6,5,9,12,0,0
16,8,6,5,9,12,0,0
16,9,7,8,11,12,0,0
16,10,8,11,12,0,0,0
16,11,8,11,12,0,0,0
16,12,9,12,0,0,0,0
16,13,10,11,12,0,0,0
16,14,11,12,0,0,0,0
16,15,12,0,0,0,0,0
1,1,1,0,0,0,0,0
2,2,2,0,0,0,0,0
3,3,3,0,0,0,0,0
4,4,4,0,0,0,0,0
5,5,4,0,0,0,0,0
6,6,5,0,0,0,0,0
7,7,12,0,0,0,0,0
8,8,12,0,0,0,0,0
9,9,7,0,0,0,0,0
10,10,8,0,0,0,0,0
11,11,8,0,0,0,0,0
12,12,9,0,0,0,0,0
13,13,10,0,0,0,0,0
14,14,11,0,0,0,0,0
15,15,12,0,0,0,0,0
16,16,12,0,0,0,0,0
